SectorName,SectorName_labelled,MajorsubgroupOccupation_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc
19,Public Administration And Defence; Compulsory Social Security,Other Managers And Proprietors,Outsourced,1,0.8179295937558378,28.409001773412452,28.409001773412452,6,4.390126988668813,18.631114677706687
19,Public Administration And Defence; Compulsory Social Security,"Process, Plant And Machine Operatives",Not outsourced,3,2.470776556388369,29.71203247446341,29.65213513642092,3,2.470776556388369,100
19,Public Administration And Defence; Compulsory Social Security,Protective Service Occupations,Not outsourced,64,66.99113852965971,21.16619996175491,21.054293420297594,69,72.50225404861843,92.39869768012579
19,Public Administration And Defence; Compulsory Social Security,Protective Service Occupations,Outsourced,5,5.511115518958713,13.949855490849966,14.2526354420316,69,72.50225404861843,7.6013023198741925
19,Public Administration And Defence; Compulsory Social Security,Sales Occupations,Not outsourced,5,6.791590863362806,14.216299172100276,14.300227187225154,5,6.791590863362806,100
19,Public Administration And Defence; Compulsory Social Security,"Science, Engineering And Technology Associate Professionals",Not outsourced,12,11.03210089810396,22.437617400768026,21.794588541154596,12,11.03210089810396,100
19,Public Administration And Defence; Compulsory Social Security,"Science, Research, Engineering And Technology Professionals",Not outsourced,23,16.94495492917744,25.135326171934388,25.065681795388905,28,20.479846647507095,82.73965728761969
19,Public Administration And Defence; Compulsory Social Security,"Science, Research, Engineering And Technology Professionals",Outsourced,5,3.5348917183296553,24.40585292474795,23.968525950931493,28,20.479846647507095,17.260342712380318
19,Public Administration And Defence; Compulsory Social Security,Secretarial And Related Occupations,Not outsourced,10,8.67122017512744,13.326253991883332,12.838988280031248,11,9.390275453607298,92.3425539321785
19,Public Administration And Defence; Compulsory Social Security,Secretarial And Related Occupations,Outsourced,1,0.7190552784798583,11.783783783783784,11.783783783783784,11,9.390275453607298,7.6574460678214855
19,Public Administration And Defence; Compulsory Social Security,Skilled Agricultural And Related Trades,Not outsourced,1,0.8644568102230458,13.936588522223879,13.936588522223877,1,0.8644568102230458,100
19,Public Administration And Defence; Compulsory Social Security,"Skilled Metal, Electrical And Electronic Trades",Not outsourced,1,2.539264476154157,18.048240229179456,18.048240229179456,1,2.539264476154157,100
19,Public Administration And Defence; Compulsory Social Security,Teaching And Other Educational Professionals,Not outsourced,4,3.237947612088468,24.270641497851443,24.23189282504391,4,3.237947612088468,100
19,Public Administration And Defence; Compulsory Social Security,"Textiles, Printing And Other Skilled Trades",Not outsourced,2,1.5353378526884038,12.215419839729233,12.364982011525651,2,1.5353378526884038,100
19,Public Administration And Defence; Compulsory Social Security,Transport And Mobile Machine Drivers And Operatives,Not outsourced,10,12.488240428519676,20.877296685440363,18.98918249193527,12,15.76951415484992,79.19229664205547
